payload,label
onpagehide@XSS Keys,anom
onpageshow@XSS Keys,anom
onplay@XSS Keys,anom
onplaying@XSS Keys,anom
onratechange@XSS Keys,anom
onseeked@XSS Keys,anom
onseeking@XSS Keys,anom
onsuspend@XSS Keys,anom
onwaiting@XSS Keys,anom
onwheel@XSS Keys,anom
http://@XSS Keys,anom
c/ caridad s/n,norm
"campello, el",norm
40184,norm
1.44E+15,norm
nue37,norm
nuda drudes,norm
tufts3@joll.rs,norm
22997112x,norm
"c/ del ferrocarril, 152,",norm
arenas de san juan,norm
19245,norm
2.07E+15,norm
fennell,norm
d50allecido,norm
1902,norm
genny,norm
03248i367ca,norm
